lon,lat,depth,strike,dip,id,alen,blen,clen,slen,dlen
286.0,6.0,99.2944564819,34.1960487366,24.6286010742,286060.0,69.0,20.0,100.0,28.25,119.0
286.2,6.0,108.821990967,31.1048088074,29.4484577179,286260.0,100.0,20.0,100.0,29.75,137.0
286.4,6.0,120.678581238,29.7965583801,34.1088294983,286460.0,100.0,20.0,100.0,60.0,500.0
286.6,6.0,134.741088867,29.7402191162,38.1099700928,286660.0,100.0,20.0,100.0,60.0,500.0
286.8,6.0,150.691436768,30.4316158295,41.3477706909,286860.0,100.0,20.0,100.0,36.5,218.0
287.0,6.0,168.253234863,31.3221569061,44.1639633179,287060.0,100.0,20.0,100.0,39.5,254.0
287.2,6.0,187.468780518,31.8672466278,47.0302467346,287260.0,100.0,20.0,100.0,60.0,500.0
287.4,6.0,208.743728638,31.7610569,50.0902023315,287460.0,91.0,20.0,100.0,46.0,332.0
287.8,6.0,258.89654541,30.2550449371,55.1801223755,287860.0,100.0,20.0,100.0,54.0,428.0
280.8,6.2,3.77445673077,329.5197,0.0,280862.0,100.0,20.0,100.0,20.0,20.0
281.0,6.2,3.79045798319,324.1572,0.0,281062.0,100.0,20.0,100.0,20.0,20.0
281.2,6.2,3.79322619048,326.4881,0.0,281262.0,100.0,20.0,100.0,20.0,20.0
281.4,6.2,3.79355823293,338.3313,0.0,281462.0,100.0,20.0,100.0,20.0,20.0
281.6,6.2,3.82512554113,336.941,0.0,281662.0,100.0,20.0,100.0,20.0,20.0
281.8,6.2,3.86160204082,336.941,0.0,281862.0,100.0,20.0,100.0,20.0,20.0
282.0,6.2,8.48831653595,347.938934326,7.76316976547,282062.0,100.0,20.0,100.0,20.0,20.0
282.2,6.2,11.9684848785,351.03302002,10.5536870956,282262.0,100.0,20.0,100.0,20.0,20.0
282.4,6.2,16.6845321655,354.526977539,13.7271633148,282462.0,100.0,20.0,100.0,20.0,20.0
282.6,6.2,22.6979045868,358.128540039,16.6581802368,282662.0,100.0,20.0,100.0,20.0,20.0
282.8,6.2,29.8012428284,1.73656129837,18.7689647675,282862.0,100.0,20.0,100.0,20.0,20.0
283.0,6.2,37.5457801819,5.3398270607,19.6630744934,283062.0,100.0,20.0,100.0,20.0,20.0
283.4,6.2,52.5520057678,13.1863203049,17.407869339,283462.0,100.0,20.0,100.0,21.0,32.0
283.6,6.2,58.710723877,18.4592952728,14.7501888275,283662.0,100.0,20.0,100.0,21.75,41.0
283.8,6.2,63.5610656738,25.9532718658,11.894197464,283862.0,100.0,20.0,100.0,22.5,50.0
284.0,6.2,67.1362228394,36.4828605652,9.61986446381,284062.0,100.0,20.0,100.0,23.0,56.0
284.2,6.2,69.6854553223,48.806842804,8.39023017883,284262.0,100.0,20.0,100.0,23.5,62.0
285.6,6.2,82.3195037842,41.84532547,14.2911376953,285662.0,40.0,20.0,100.0,25.5,86.0
285.8,6.2,87.3334579468,34.8845558167,17.9592514038,285862.0,55.0,20.0,100.0,26.25,95.0
286.0,6.2,94.1462631226,30.5446834564,22.2427692413,286062.0,77.0,20.0,100.0,27.25,107.0
286.2,6.2,102.963851929,28.0805301666,26.848285675,286262.0,100.0,20.0,100.0,28.75,125.0
286.4,6.2,113.909934998,26.9199466705,31.3509082794,286462.0,100.0,20.0,100.0,30.5,146.0
286.6,6.2,126.932769775,26.6257324219,35.2922134399,286662.0,100.0,20.0,100.0,60.0,500.0
286.8,6.2,141.79776001,26.796749115,38.4883728027,286862.0,100.0,20.0,100.0,60.0,500.0
287.0,6.2,158.264587402,27.0079936981,41.2043304443,287062.0,100.0,20.0,100.0,37.5,230.0
287.2,6.2,176.361709595,26.8406047821,43.9719467163,287262.0,81.0,20.0,100.0,60.0,500.0
287.4,6.2,196.506851196,26.0806350708,47.1105461121,287462.0,70.0,20.0,100.0,60.0,500.0
281.0,6.4,3.83357575758,329.5197,0.0,281064.0,100.0,20.0,100.0,20.0,20.0
281.2,6.4,3.82850980392,329.5197,0.0,281264.0,100.0,20.0,100.0,20.0,20.0
281.4,6.4,3.84783743842,324.1572,0.0,281464.0,100.0,20.0,100.0,20.0,20.0
281.6,6.4,3.88063874346,330.4216,0.0,281664.0,100.0,20.0,100.0,20.0,20.0
281.8,6.4,3.91186904762,338.3313,0.0,281864.0,100.0,20.0,100.0,20.0,20.0
282.0,6.4,9.22654628754,344.799957275,8.13212680817,282064.0,100.0,20.0,100.0,20.0,20.0
282.2,6.4,12.7562561035,347.339477539,10.6469688416,282264.0,100.0,20.0,100.0,20.0,20.0
282.4,6.4,17.3742275238,350.824554443,13.3765974045,282464.0,100.0,20.0,100.0,20.0,20.0
282.6,6.4,23.1086463928,354.707366943,15.8479728699,282664.0,100.0,20.0,100.0,20.0,20.0
282.8,6.4,29.7798690796,358.683868408,17.6412773132,282864.0,100.0,20.0,100.0,20.0,20.0
283.4,6.4,51.1942214966,10.0302190781,16.5151729584,283464.0,100.0,20.0,100.0,21.0,32.0
283.6,6.4,57.118522644,14.1696491241,13.9963312149,283664.0,100.0,20.0,100.0,21.5,38.0
283.8,6.4,61.8236465454,19.6099529266,11.0442714691,283864.0,100.0,20.0,100.0,22.25,47.0
284.0,6.4,65.2750396729,27.6728610992,8.36638450623,284064.0,100.0,20.0,100.0,22.75,53.0
284.2,6.4,67.6681060791,39.0809211731,6.54457235336,284264.0,100.0,20.0,100.0,23.0,56.0
284.4,6.4,69.3114089966,51.6247253418,5.72003984451,284464.0,100.0,20.0,100.0,23.25,59.0
284.6,6.4,70.4981384277,61.1692733765,5.5862288475,284664.0,100.0,20.0,100.0,23.5,62.0
284.8,6.4,71.4649963379,65.2890701294,5.78019475937,284864.0,78.0,20.0,100.0,23.75,65.0
285.4,6.4,75.8571472168,43.7366752625,9.17279148102,285464.0,34.0,20.0,100.0,24.5,74.0
285.6,6.4,79.0531692505,35.6265487671,12.1618261337,285664.0,45.0,20.0,100.0,25.0,80.0
285.8,6.4,83.6819229126,30.4784641266,15.9112358093,285864.0,63.0,20.0,100.0,25.75,89.0
286.0,6.4,89.9777069092,27.3663253784,20.1442222595,286064.0,86.0,20.0,100.0,26.75,101.0
286.2,6.4,98.1376495361,25.4991474152,24.6409454346,286264.0,100.0,20.0,100.0,28.0,116.0
286.4,6.4,108.308776855,24.4003582001,29.0921783447,286464.0,100.0,20.0,100.0,29.5,134.0
286.6,6.4,120.515060425,23.7235374451,33.0957450867,286664.0,100.0,20.0,100.0,60.0,500.0
286.8,6.4,134.619491577,23.1442089081,36.400970459,286864.0,100.0,20.0,100.0,60.0,500.0
287.0,6.4,150.435333252,22.3405246735,39.1602134705,287064.0,96.0,20.0,100.0,36.5,218.0
287.2,6.4,167.970565796,21.067325592,41.88722229,287264.0,74.0,20.0,100.0,39.0,248.0
287.4,6.4,187.594650269,19.3470993042,45.0241470337,287464.0,64.0,20.0,100.0,60.0,500.0
287.6,6.4,209.877120972,17.5466823578,48.4291114807,287664.0,61.0,20.0,100.0,46.0,332.0
281.0,6.6,3.88929113924,328.6696,0.0,281066.0,100.0,20.0,100.0,20.0,20.0
281.2,6.6,3.89084337349,326.4902,0.0,281266.0,100.0,20.0,100.0,20.0,20.0
281.4,6.6,3.89256707317,329.5197,0.0,281466.0,100.0,20.0,100.0,20.0,20.0
281.6,6.6,3.91153896104,324.1572,0.0,281666.0,100.0,20.0,100.0,20.0,20.0
281.8,6.6,7.27069807053,344.23046875,6.86570167542,281866.0,100.0,20.0,100.0,20.0,20.0
282.0,6.6,10.1327772141,343.439971924,8.63691139221,282066.0,100.0,20.0,100.0,20.0,20.0
282.2,6.6,13.7709226608,345.158874512,10.8376560211,282266.0,100.0,20.0,100.0,20.0,20.0
282.4,6.6,18.3324127197,348.348083496,13.1008892059,282466.0,100.0,20.0,100.0,20.0,20.0
282.6,6.6,23.8175487518,352.297973633,15.1012430191,282666.0,100.0,20.0,100.0,20.0,20.0
282.8,6.6,30.07853508,356.510498047,16.5717830658,282866.0,100.0,20.0,100.0,20.0,20.0
283.4,6.6,50.2094268799,7.78246068954,15.7845478058,283466.0,100.0,20.0,100.0,21.0,32.0
283.6,6.6,55.9439353943,11.0580005646,13.5399179459,283666.0,100.0,20.0,100.0,21.25,35.0
283.8,6.6,60.5815467834,14.7783050537,10.6953134537,283866.0,100.0,20.0,100.0,22.0,44.0
284.0,6.6,64.017326355,20.0426273346,7.85233783722,284066.0,100.0,20.0,100.0,22.5,50.0
284.2,6.6,66.3756256104,28.4312725067,5.61157274246,284266.0,100.0,20.0,100.0,23.0,56.0
284.4,6.6,67.9337615967,40.203250885,4.29575490952,284466.0,100.0,20.0,100.0,23.25,59.0
284.6,6.6,69.0035476685,51.1966438293,3.81506037712,284666.0,100.0,20.0,100.0,23.25,59.0
284.8,6.6,69.8582382202,56.0064964294,3.85236430168,284866.0,79.0,20.0,100.0,23.5,62.0
285.2,6.6,71.9482955933,44.5916061401,5.34549283981,285266.0,34.0,20.0,100.0,23.75,65.0
285.4,6.6,73.8022766113,36.035282135,7.34857702255,285466.0,40.0,20.0,100.0,24.0,68.0
285.6,6.6,76.6633911133,30.1698970795,10.3200769424,285666.0,54.0,20.0,100.0,24.5,74.0
285.8,6.6,80.8454360962,26.6395149231,14.0272045135,285866.0,72.0,20.0,100.0,25.25,83.0
286.0,6.6,86.5999832153,24.4532051086,18.2095584869,286066.0,95.0,20.0,100.0,26.0,92.0
286.2,6.6,94.1380615234,22.9657649994,22.6696605682,286266.0,100.0,20.0,100.0,27.25,107.0
286.4,6.6,103.640548706,21.7987136841,27.1766605377,286466.0,100.0,20.0,100.0,28.75,125.0
286.6,6.6,115.214523315,20.6646518707,31.3915710449,286666.0,100.0,20.0,100.0,60.0,500.0
286.8,6.6,128.837356567,19.2984771729,35.0195350647,286866.0,100.0,20.0,100.0,60.0,500.0
287.0,6.6,144.401138306,17.4730682373,38.0857200623,287066.0,100.0,20.0,100.0,60.0,500.0
287.2,6.6,161.901260376,15.1225585938,41.002571106,287266.0,80.0,20.0,100.0,38.0,236.0
287.4,6.6,181.612976074,12.5279159546,44.2086524963,287466.0,70.0,20.0,100.0,60.0,500.0
287.6,6.6,198.1,10.8,46.8,287666.0,68.0,20.0,100.0,60.0,500.0
281.2,6.8,3.969703125,328.6696,0.0,281268.0,100.0,20.0,100.0,20.0,20.0
281.4,6.8,3.98565354331,326.4902,0.0,281468.0,100.0,20.0,100.0,20.0,20.0
281.6,6.8,6.0,349.3,6.7,281668.0,100.0,20.0,100.0,20.0,20.0
281.8,6.8,8.00340270996,345.819488525,7.57026004791,281868.0,100.0,20.0,100.0,20.0,20.0
282.0,6.8,11.1190299988,344.016876221,9.15929222107,282068.0,100.0,20.0,100.0,20.0,20.0
282.2,6.8,14.8930273056,344.912597656,10.992767334,282268.0,100.0,20.0,100.0,20.0,20.0
282.4,6.8,19.412322998,347.628967285,12.7836637497,282468.0,100.0,20.0,100.0,20.0,20.0
282.6,6.8,24.6606483459,351.431152344,14.3409719467,282668.0,100.0,20.0,100.0,20.0,20.0
282.8,6.8,30.5291633606,355.685668945,15.5274162292,282868.0,100.0,20.0,100.0,20.0,20.0
283.4,6.8,49.4412307739,6.80660247803,15.1590538025,283468.0,100.0,20.0,100.0,21.0,32.0
283.6,6.8,55.0064353943,9.67523765564,13.2503862381,283668.0,100.0,20.0,100.0,21.0,32.0
283.8,6.8,59.6091423035,12.6177597046,10.6386737823,283868.0,100.0,20.0,100.0,21.75,41.0
284.0,6.8,63.0837402344,16.4131946564,7.82805395126,284068.0,100.0,20.0,100.0,22.25,47.0
284.2,6.8,65.4830932617,22.3687076569,5.40540933609,284268.0,100.0,20.0,100.0,22.75,53.0
284.4,6.8,67.0403671265,31.6123714447,3.78032374382,284468.0,100.0,20.0,100.0,23.0,56.0
284.6,6.8,68.0674743652,41.7859992981,3.01677560806,284668.0,100.0,20.0,100.0,23.25,59.0
284.8,6.8,68.8608474731,46.7066040039,2.89450645447,284868.0,100.0,20.0,100.0,23.25,59.0
285.2,6.8,70.7510375977,37.088809967,4.24000120163,285268.0,44.0,20.0,100.0,23.5,62.0
285.4,6.8,72.3841781616,30.526599884,6.07371902466,285468.0,52.0,20.0,100.0,23.75,65.0
285.6,6.8,74.9063568115,26.0851402283,8.83669471741,285668.0,65.0,20.0,100.0,24.25,71.0
285.8,6.8,78.6477508545,23.3073253632,12.3827056885,285868.0,81.0,20.0,100.0,24.75,77.0
286.0,6.8,83.8905563354,21.4548110962,16.4733963013,286068.0,100.0,20.0,100.0,25.75,89.0
286.2,6.8,90.8730545044,20.0291996002,20.9183712006,286268.0,100.0,20.0,100.0,26.75,101.0
286.4,6.8,99.8184432983,18.6868801117,25.5484714508,286468.0,100.0,20.0,100.0,28.25,119.0
286.6,6.8,110.921432495,17.1589660645,30.0924358368,286668.0,100.0,20.0,100.0,30.0,140.0
286.8,6.8,124.283691406,15.2333803177,34.2266311646,286868.0,100.0,20.0,100.0,60.0,500.0
287.0,6.8,139.895935059,12.7775325775,37.8378181458,287068.0,100.0,20.0,100.0,60.0,500.0
287.2,6.8,157.755111694,9.85819244385,41.1643218994,287268.0,100.0,20.0,100.0,37.5,230.0
287.4,6.8,178.018371582,6.88652944565,44.5232696533,287468.0,100.0,20.0,100.0,60.0,500.0
287.6,6.8,200.946136475,4.48230266571,47.8298149109,287668.0,100.0,20.0,100.0,45.0,320.0
281.4,7.0,4.09535483871,328.6696,0.0,281470.0,100.0,20.0,100.0,20.0,20.0
281.6,7.0,5.72944498062,353.207855225,7.34343147278,281670.0,100.0,20.0,100.0,20.0,20.0
281.8,7.0,8.69476795197,348.498809814,8.26974010468,281870.0,100.0,20.0,100.0,20.0,20.0
282.0,7.0,12.0678882599,346.350097656,9.59321403503,282070.0,100.0,20.0,100.0,20.0,20.0
282.2,7.0,15.9692592621,346.671630859,11.0250387192,282270.0,100.0,20.0,100.0,20.0,20.0
282.4,7.0,20.4386692047,348.882843018,12.3705806732,282470.0,100.0,20.0,100.0,20.0,20.0
282.6,7.0,25.4560050964,352.350494385,13.55073452,282670.0,100.0,20.0,100.0,20.0,20.0
283.6,7.0,54.1375694275,9.85696125031,13.0192680359,283670.0,100.0,20.0,100.0,21.0,32.0
283.8,7.0,58.7027816772,12.7372293472,10.6840648651,283870.0,100.0,20.0,100.0,21.75,41.0
284.0,7.0,62.2254142761,16.3427200317,8.01548194885,284070.0,100.0,20.0,100.0,22.25,47.0
284.2,7.0,64.6994094849,21.6122646332,5.5718960762,284270.0,100.0,20.0,100.0,22.75,53.0
284.4,7.0,66.3110809326,29.341217041,3.80217266083,284470.0,100.0,20.0,100.0,23.0,56.0
284.6,7.0,67.3557739258,37.8470573425,2.85201907158,284670.0,100.0,20.0,100.0,23.0,56.0
284.8,7.0,68.1353912354,41.9936141968,2.57540750504,284870.0,100.0,20.0,100.0,23.25,59.0
285.0,7.0,68.9025497437,39.5261955261,2.81524038315,285070.0,69.0,20.0,100.0,23.25,59.0
285.2,7.0,69.8812866211,33.4501075745,3.62890148163,285270.0,57.0,20.0,100.0,23.5,62.0
285.4,7.0,71.3293533325,27.4469089508,5.21911716461,285470.0,63.0,20.0,100.0,23.75,65.0
285.6,7.0,73.5682144165,23.0298309326,7.72291851044,285670.0,75.0,20.0,100.0,24.0,68.0
285.8,7.0,76.9444122314,20.0630207062,11.0694532394,285870.0,92.0,20.0,100.0,24.5,74.0
286.0,7.0,81.7689208984,18.0201225281,15.0450992584,286070.0,100.0,20.0,100.0,25.25,83.0
286.2,7.0,88.3080673218,16.4350967407,19.4733848572,286270.0,100.0,20.0,100.0,26.5,98.0
286.4,7.0,96.8269424438,14.936378479,24.2464427948,286470.0,100.0,20.0,100.0,27.75,113.0
286.6,7.0,107.60269165,13.2501525879,29.1633148193,286670.0,100.0,20.0,100.0,29.5,134.0
286.8,7.0,120.857116699,11.2029323578,33.8771629333,286870.0,100.0,20.0,100.0,60.0,500.0
287.0,7.0,136.686462402,8.72393608093,38.1247711182,287070.0,100.0,20.0,100.0,60.0,500.0
287.2,7.0,155.103622437,5.92160797119,41.9311714172,287270.0,100.0,20.0,100.0,37.0,224.0
287.4,7.0,176.148742676,3.17382717133,45.4428329468,287470.0,100.0,20.0,100.0,60.0,500.0
287.6,7.0,199.856536865,1.00146472454,48.556137085,287670.0,100.0,20.0,100.0,60.0,500.0
287.8,7.0,199.9,1.0,48.6,287870.0,100.0,20.0,100.0,60.0,500.0
281.4,7.2,4.4,356.9,7.5,281472.0,100.0,20.0,100.0,20.0,20.0
281.6,7.2,6.0,354.9,7.9,281672.0,100.0,20.0,100.0,20.0,20.0
281.8,7.2,9.27090835571,351.744262695,8.85411071777,281872.0,100.0,20.0,100.0,20.0,20.0
282.0,7.2,12.8580627441,349.941467285,9.8815202713,282072.0,100.0,20.0,100.0,20.0,20.0
282.2,7.2,16.8481140137,350.091400146,10.9296369553,282272.0,100.0,20.0,100.0,20.0,20.0
282.4,7.2,21.2490978241,351.895965576,11.897983551,282472.0,100.0,20.0,100.0,20.0,20.0
282.6,7.2,26.046415329,354.891571045,12.7893743515,282672.0,100.0,20.0,100.0,20.0,20.0
283.6,7.2,53.2165565491,11.1262369156,12.8037996292,283672.0,100.0,20.0,100.0,21.0,32.0
283.8,7.2,57.7288208008,14.2066612244,10.7474040985,283872.0,100.0,20.0,100.0,21.5,38.0
284.0,7.2,61.288860321,18.0939865112,8.27839946747,284072.0,100.0,20.0,100.0,22.0,44.0
284.2,7.2,63.8487014771,23.4371242523,5.91314077377,284272.0,100.0,20.0,100.0,22.5,50.0
284.4,7.2,65.5522384644,30.478717804,4.09887599945,284472.0,100.0,20.0,100.0,22.75,53.0
284.6,7.2,66.6670761108,37.4546012878,3.01603388786,284672.0,100.0,20.0,100.0,23.0,56.0
284.8,7.2,67.4834518433,40.383014679,2.57448029518,284872.0,100.0,20.0,100.0,23.0,56.0
285.0,7.2,68.2462005615,37.5991897583,2.64613723755,285072.0,78.0,20.0,100.0,23.25,59.0
285.2,7.2,69.1653289795,31.4416503906,3.26875710487,285272.0,64.0,20.0,100.0,23.25,59.0
285.4,7.2,70.4837722778,24.9903469086,4.63866472244,285472.0,69.0,20.0,100.0,23.5,62.0
285.6,7.2,72.5213699341,19.9448299408,6.93347406387,285672.0,83.0,20.0,100.0,23.75,65.0
285.8,7.2,75.6401748657,16.4814529419,10.1257858276,285872.0,100.0,20.0,100.0,24.25,71.0
286.0,7.2,80.1729812622,14.1387605667,14.0143461227,286072.0,100.0,20.0,100.0,25.0,80.0
286.2,7.2,86.4065322876,12.4173688889,18.4342041016,286272.0,100.0,20.0,100.0,26.0,92.0
286.4,7.2,94.6368026733,10.9262580872,23.3321094513,286472.0,100.0,20.0,100.0,27.5,110.0
286.6,7.2,105.204803467,9.39788532257,28.5740070343,286672.0,100.0,20.0,100.0,29.0,128.0
286.8,7.2,118.432250977,7.67227602005,33.7991676331,286872.0,100.0,20.0,100.0,60.0,500.0
287.0,7.2,134.512939453,5.68228960037,38.6076049805,287072.0,100.0,20.0,100.0,60.0,500.0
287.2,7.2,153.48765564,3.49806547165,42.8232154846,287272.0,100.0,20.0,100.0,37.0,224.0
287.4,7.2,175.302108765,1.38019835949,46.4368515015,287472.0,100.0,20.0,100.0,60.0,500.0
287.6,7.2,199.781646729,359.6980896,49.3324699402,287672.0,100.0,20.0,100.0,60.0,500.0
281.8,7.4,10.3,352.0,9.2,281874.0,100.0,20.0,100.0,20.0,20.0
282.0,7.4,13.2,352.0,10.0,282074.0,100.0,20.0,100.0,20.0,20.0
282.2,7.4,17.4263553619,354.388885498,10.759311676,282274.0,100.0,20.0,100.0,20.0,20.0
282.4,7.4,21.7399578094,355.953552246,11.4499511719,282474.0,100.0,20.0,100.0,20.0,20.0
283.6,7.4,52.1694831848,13.1074495316,12.600104332,283674.0,100.0,20.0,100.0,21.0,32.0
283.8,7.4,56.6141395569,16.4319419861,10.8171682358,283874.0,100.0,20.0,100.0,21.25,35.0
284.0,7.4,60.199634552,20.6164150238,8.5824432373,284074.0,100.0,20.0,100.0,22.0,44.0
284.2,7.4,62.851146698,26.0096282959,6.36092567444,284274.0,100.0,20.0,100.0,22.25,47.0
284.4,7.4,64.6777191162,32.2798690796,4.56791257858,284474.0,100.0,20.0,100.0,22.5,50.0
284.6,7.4,65.9145584106,37.4679336548,3.38434433937,284674.0,100.0,20.0,100.0,22.75,53.0
284.8,7.4,66.8267974854,38.6670684814,2.7649576664,284874.0,100.0,20.0,100.0,23.0,56.0
285.0,7.4,67.6404724121,35.0023918152,2.6347193718,285074.0,76.0,20.0,100.0,23.0,56.0
285.2,7.4,68.5523605347,28.3394584656,3.05620288849,285274.0,62.0,20.0,100.0,23.25,59.0
285.4,7.4,69.8011627197,21.4272060394,4.24464416504,285474.0,71.0,20.0,100.0,23.5,62.0
285.6,7.4,71.7153091431,16.1121025085,6.40328979492,285674.0,92.0,20.0,100.0,23.75,65.0
285.8,7.4,74.6753311157,12.5725879669,9.51763057709,285874.0,100.0,20.0,100.0,24.25,71.0
286.0,7.4,79.0324859619,10.2539367676,13.3763113022,286074.0,100.0,20.0,100.0,25.0,80.0
286.2,7.4,85.0856552124,8.63590526581,17.8068828583,286274.0,100.0,20.0,100.0,26.0,92.0
286.4,7.4,93.1451644897,7.37235879898,22.7872467041,286474.0,100.0,20.0,100.0,27.25,107.0
286.6,7.4,103.588310242,6.23906993866,28.2397861481,286674.0,100.0,20.0,100.0,28.75,125.0
286.8,7.4,116.805038452,5.08131313324,33.8120613098,286874.0,100.0,20.0,100.0,60.0,500.0
287.0,7.4,133.067565918,3.80419564247,39.0133209229,287074.0,100.0,20.0,100.0,60.0,500.0
287.2,7.4,152.452072144,2.41342735291,43.5165367126,287274.0,100.0,20.0,100.0,36.5,218.0
287.4,7.4,174.844924927,1.05308485031,47.1928977966,287474.0,100.0,20.0,100.0,60.0,500.0
287.6,7.4,199.911483765,359.959838867,49.9121894836,287674.0,100.0,20.0,100.0,60.0,500.0
287.8,7.4,199.9,360.0,49.9,287874.0,100.0,20.0,100.0,60.0,500.0
282.0,7.6,15.3,353.0,10.4,282076.0,100.0,20.0,100.0,20.0,20.0
282.2,7.6,17.4,354.4,10.8,282276.0,100.0,20.0,100.0,20.0,20.0
283.6,7.6,50.9510116577,15.5906047821,12.4013528824,283676.0,100.0,20.0,100.0,21.0,32.0
283.8,7.6,55.3122291565,19.2014331818,10.89818573,283876.0,100.0,20.0,100.0,21.25,35.0
284.0,7.6,58.912021637,23.625579834,8.93317699432,284076.0,100.0,20.0,100.0,21.75,41.0
284.2,7.6,61.660949707,28.8657913208,6.91081905365,284276.0,100.0,20.0,100.0,22.25,47.0
284.4,7.6,63.6410713196,34.0668411255,5.19487857819,284476.0,100.0,20.0,100.0,22.5,50.0
284.6,7.6,65.0545120239,37.2179031372,3.94692969322,284676.0,100.0,20.0,100.0,22.75,53.0
284.8,7.6,66.1313781738,36.3604660034,3.15604186058,284876.0,100.0,20.0,100.0,22.75,53.0
285.0,7.6,67.0662612915,31.3496952057,2.80586290359,285076.0,76.0,20.0,100.0,23.0,56.0
285.2,7.6,68.0359649658,23.853263855,3.01016402245,285276.0,62.0,20.0,100.0,23.25,59.0
285.4,7.6,69.276725769,16.6522121429,4.02653074265,285476.0,74.0,20.0,100.0,23.25,59.0
285.6,7.6,71.1313476562,11.6628341675,6.08208084106,285676.0,100.0,20.0,100.0,23.75,65.0
285.8,7.6,74.0033340454,8.66208744049,9.1603012085,285876.0,100.0,20.0,100.0,24.0,68.0
286.0,7.6,78.2634506226,6.82851791382,13.0238342285,286076.0,100.0,20.0,100.0,24.75,77.0
286.2,7.6,84.2184448242,5.63011550903,17.4708347321,286276.0,100.0,20.0,100.0,25.75,89.0
286.4,7.6,92.178894043,4.79733324051,22.4811935425,286476.0,100.0,20.0,100.0,27.0,104.0
286.6,7.6,102.532020569,4.16999483109,28.0193309784,286676.0,100.0,20.0,100.0,28.75,125.0
286.8,7.6,115.703567505,3.6130797863,33.7654953003,286876.0,100.0,20.0,100.0,60.0,500.0
287.0,7.6,132.020874023,3.01798081398,39.1937332153,287076.0,100.0,20.0,100.0,60.0,500.0
287.2,7.6,151.598098755,2.34738755226,43.8815917969,287276.0,100.0,20.0,100.0,36.5,218.0
287.4,7.6,174.298156738,1.66670560837,47.6125221252,287476.0,100.0,20.0,100.0,40.0,260.0
287.6,7.6,199.687072754,1.12155640125,50.2325592041,287676.0,100.0,20.0,100.0,60.0,500.0
287.8,7.6,199.7,1.1,50.2,287876.0,100.0,20.0,100.0,60.0,500.0
283.6,7.8,49.5385437012,18.323179245,12.1747684479,283678.0,100.0,20.0,100.0,21.0,32.0
283.8,7.8,53.7919082642,22.2486038208,10.9675617218,283878.0,100.0,20.0,100.0,21.0,32.0
284.0,7.8,57.3895111084,26.8051509857,9.31497573853,284078.0,100.0,20.0,100.0,21.5,38.0
284.2,7.8,60.2388153076,31.6275691986,7.54735946655,284278.0,100.0,20.0,100.0,22.0,44.0
284.4,7.8,62.401638031,35.5199394226,5.96380901337,284478.0,100.0,20.0,100.0,22.25,47.0
284.6,7.8,64.0463562012,36.7253990173,4.70113801956,284678.0,100.0,20.0,100.0,22.5,50.0
284.8,7.8,65.3598251343,34.1587104797,3.77387142181,284878.0,100.0,20.0,100.0,22.75,53.0
285.0,7.8,66.4936218262,28.0734004974,3.2122399807,285078.0,94.0,20.0,100.0,23.0,56.0
285.2,7.8,67.595489502,19.6978588104,3.18663954735,285278.0,75.0,20.0,100.0,23.0,56.0
285.4,7.8,68.8951339722,11.9355192184,4.0132021904,285478.0,100.0,20.0,100.0,23.25,59.0
285.6,7.8,70.7489318848,7.25269651413,5.94854736328,285678.0,100.0,20.0,100.0,23.5,62.0
285.8,7.8,73.5832672119,5.01827907562,8.97222995758,285878.0,100.0,20.0,100.0,24.0,68.0
286.0,7.8,77.7880935669,3.96429920197,12.8198404312,286078.0,100.0,20.0,100.0,24.75,77.0
286.2,7.8,83.6762695312,3.45127773285,17.2528076172,286278.0,100.0,20.0,100.0,25.75,89.0
286.4,7.8,91.5519866943,3.22719550133,22.2366981506,286478.0,100.0,20.0,100.0,27.0,104.0
286.6,7.8,101.797019958,3.16365432739,27.7652873993,286678.0,100.0,20.0,100.0,28.5,122.0
286.8,7.8,114.850372314,3.15312504768,33.5631370544,286878.0,100.0,20.0,100.0,30.5,146.0
287.0,7.8,131.074859619,3.10726618767,39.1059761047,287078.0,100.0,20.0,100.0,60.0,500.0
287.2,7.8,150.621246338,2.98722052574,43.9173812866,287278.0,100.0,20.0,100.0,36.5,218.0
287.4,7.8,173.356796265,2.82486653328,47.7156944275,287478.0,100.0,20.0,100.0,40.0,260.0
287.6,7.8,198.802688599,2.71538329124,50.3165588379,287678.0,100.0,20.0,100.0,60.0,500.0
287.8,7.8,198.8,2.7,50.3,287878.0,100.0,20.0,100.0,60.0,500.0
283.8,8.0,52.0597839355,24.9907779694,10.9608726501,283880.0,100.0,20.0,100.0,21.0,32.0
284.0,8.0,55.6315803528,29.4294605255,9.65112113953,284080.0,100.0,20.0,100.0,21.25,35.0
284.2,8.0,58.5778045654,33.5122871399,8.18318462372,284280.0,100.0,20.0,100.0,21.75,41.0
284.4,8.0,60.9449272156,35.9999084473,6.78664731979,284480.0,100.0,20.0,100.0,22.0,44.0
284.6,8.0,62.8649597168,35.6755180359,5.57556438446,284680.0,100.0,20.0,100.0,22.25,47.0
284.8,8.0,64.4747238159,32.2285308838,4.57737874985,284880.0,100.0,20.0,100.0,22.5,50.0
285.0,8.0,65.8761062622,26.0235881805,3.84754610062,285080.0,100.0,20.0,100.0,22.75,53.0
285.2,8.0,67.183013916,17.433172226,3.60339069366,285280.0,100.0,20.0,100.0,23.0,56.0
285.4,8.0,68.6139297485,8.82894325256,4.22634649277,285480.0,100.0,20.0,100.0,23.25,59.0
